ID_Estacion,Temperatura_C,Profundidad_m,Porcentaje_Blanqueamiento
Estacion_1,27.621780831931535,5,42.3498749878447
Estacion_2,31.65500014486941,33,83.18327994488246
Estacion_3,30.12395759267984,49,73.38848036718788
Estacion_4,29.19060938937925,39,63.34024139897014
Estacion_5,26.09213048309705,44,25.904518036819876
Estacion_6,26.091961642353414,18,28.50744333601409
Estacion_7,25.4065852851774,39,19.04863419487326
Estacion_8,31.063233020424548,49,85.05469664123676
Estacion_9,29.207805082202466,24,60.14283242913629
Estacion_10,29.95650804457232,17,61.17329186728784
Estacion_11,25.144091460070616,42,13.877188616510333
Estacion_12,31.78936896513396,12,92.51086601742308
Estacion_13,30.827098485602956,47,81.28307601321227
Estacion_14,26.48637377474793,24,21.45274241787364
Estacion_15,26.272774770449704,37,19.86801454335515
Estacion_16,26.28383156897404,30,30.67174309435296
Estacion_17,27.129695700716763,43,35.35857263931786
Estacion_18,28.673295021425663,25,57.487043743971086
Estacion_19,28.02361513049481,46,46.42497344659001
Estacion_20,27.03860398138629,47,34.61202847411424
Estacion_21,29.28297026305665,45,66.08706218655985
Estacion_22,25.976457024564294,13,19.13726065368464
Estacion_23,27.045012539746526,28,35.02075436166325
Estacion_24,27.56453290305584,41,38.463018393144914
Estacion_25,28.19248988951925,45,46.13739753706944
Estacion_26,30.49623172975109,21,74.40892013966997
Estacion_27,26.39771647510852,28,27.88326655947074
Estacion_28,28.59964106889528,25,50.80194971842598
Estacion_29,29.146901982034297,43,66.04160441227918
Estacion_30,25.325152889039984,45,9.428798157382287
Estacion_31,29.252813963310068,43,60.09940933891399
Estacion_32,26.19366886581104,17,22.12537109836159
Estacion_33,25.455361150896955,15,22.699223232532155
Estacion_34,31.642198760773333,23,90.68915901183784
Estacion_35,31.75942423152192,15,96.27231347560614
Estacion_36,30.65878143681523,17,70.47757537659787
Estacion_37,27.1322963842136,49,36.92280793990948
Estacion_38,25.683704798044687,5,22.652611554653426
Estacion_39,29.789631185585097,44,67.8869941733983
Estacion_40,28.08106745617721,48,52.300211349453264
Estacion_41,25.85426764391345,23,17.66476947645954
Estacion_42,28.466238370778893,16,58.6415976502746
Estacion_43,25.24071964780653,12,24.3831263917746
Estacion_44,31.365242814551475,12,84.5687209724194
Estacion_45,26.81145987120012,49,29.510005847397565
Estacion_46,29.637655990477874,16,72.91879427132302
Estacion_47,27.18197753262588,37,44.081591120164056
Estacion_48,28.64047614824468,49,51.07141364316979
Estacion_49,28.82697195540296,30,53.82272937935621
Estacion_50,26.29398118867869,43,24.118851219841748
Estacion_51,31.78709239435191,32,84.72285617705155
Estacion_52,30.4259297635278,9,70.51789742991261
Estacion_53,31.576492590949325,12,83.89720725763155
Estacion_54,31.26379145299354,29,81.32650961040183
Estacion_55,29.185299851677595,31,60.050173783197216
Estacion_56,31.45311964516182,27,88.60850940462444
Estacion_57,25.61944751436344,34,25.18587263643165
Estacion_58,26.371880036934016,49,21.47079023951424
Estacion_59,25.316591022373768,27,18.720704260868114
Estacion_60,27.27731231534285,24,36.25780356298665
Estacion_61,27.72074102782637,22,42.40157378565432
Estacion_62,26.899443222417272,22,36.16741612984027
Estacion_63,30.801162564063503,6,74.00034066095054
Estacion_64,27.49727328685513,8,41.8793281731818
Estacion_65,26.966541567811664,34,34.43075985480526
Estacion_66,28.79887258210774,37,58.04872730533361
Estacion_67,25.98646957482334,40,23.283478117419182
Estacion_68,30.61537886527828,22,89.66104708289382
Estacion_69,25.521854505758395,41,13.07355414784414
Estacion_70,31.908208556203626,23,90.2435178994344
Estacion_71,30.4057133850766,32,71.75285798879537
Estacion_72,26.39100977073921,44,23.91473165306921
Estacion_73,25.03865481986521,24,7.276922201849992
Estacion_74,30.70822999918384,37,84.44384264574381
Estacion_75,29.94800140693332,16,76.47853812314911
Estacion_76,30.10305017628691,19,68.38287064669552
Estacion_77,30.39889242680162,45,70.62493125609828
Estacion_78,25.518312562138632,43,18.57682852759561
Estacion_79,27.509260099809907,6,37.35000597631403
Estacion_80,25.811083416675903,33,22.897660088888458
Estacion_81,31.04172398112916,45,83.51530287780638
Estacion_82,29.363086887792903,14,54.77832207852868
Estacion_83,27.316286173968543,6,45.532960094272845
Estacion_84,25.444908452002167,15,24.318289789503616
Estacion_85,27.176876252009635,17,33.05857157169368
Estacion_86,27.27628325418723,14,35.376891250566835
Estacion_87,30.107243248366448,18,72.71624593402191
Estacion_88,29.46290229948649,22,65.22711154377302
Estacion_89,31.210489198034285,13,87.81859173977558
Estacion_90,28.305504476133645,43,59.71707640743548
Estacion_91,25.837159721568117,32,19.161180521347116
Estacion_92,29.992713510560964,7,65.92107590403931
Estacion_93,30.325495340318284,24,67.00934794374677
Estacion_94,28.928940382986475,10,53.49263439612814
Estacion_95,30.39677025968193,31,74.59560825181411
Estacion_96,28.456569174550737,6,60.45161941219778
Estacion_97,28.65912980567396,33,51.32150117290667
Estacion_98,27.99278712850985,42,47.03238530031265
Estacion_99,25.177933887208667,7,12.053092166140242
Estacion_100,25.75523998895313,20,25.00484623467799
Estacion_101,25.22000429980714,34,25.27471372705378
Estacion_102,29.454872878846466,44,60.80413068155596
Estacion_103,27.20049186753429,6,33.95870519782033
Estacion_104,28.55999483815292,21,57.94074244318037
Estacion_106,26.74504560404213,16,40.17408387718565
Estacion_107,27.87268046124941,39,47.3918064616227
Estacion_108,30.28885796980134,47,71.6698351836808
Estacion_109,26.60158715844136,5,32.17232005475783
Estacion_110,25.53885936880155,49,22.00983032853312
Estacion_111,27.028260170396376,19,38.44153295074332
Estacion_112,26.12854901077803,30,26.07895828487285
Estacion_113,31.50788356639801,41,93.42797624472192
Estacion_115,29.433826295572963,35,70.11671050206317
Estacion_116,31.10022413131402,29,86.44623901371648
Estacion_117,30.625704538293803,27,76.67286405794137
Estacion_118,26.30599041220225,28,26.405453378593656
Estacion_119,31.24791298942984,42,91.00750070569993
Estacion_120,28.77539569340956,32,51.22006996597848
Estacion_121,30.65208108614844,25,79.66833957814575
Estacion_122,31.272639099464453,47,83.30497513193662
Estacion_123,27.22602432480305,22,36.85601601231068
Estacion_124,25.770363471693734,40,25.63662097336133
Estacion_125,26.59554613779359,39,30.102048993622603
Estacion_126,27.989754520383794,49,46.10923698538626
Estacion_127,30.72610336145745,13,71.91395963258982
Estacion_128,31.025114082794403,42,86.03263682366894
Estacion_129,25.048664913718333,34,13.81139987032535
Estacion_130,28.57523111804296,48,63.71904703304281
Estacion_131,27.921877022041453,38,43.52363308973242
Estacion_132,26.55475467329511,36,29.75280771786104
Estacion_133,25.83905757133578,7,21.315609274583096
Estacion_134,27.363306199825395,7,46.24694079672214
Estacion_135,31.600367927387637,32,88.72793746671682
Estacion_136,27.262420524145288,48,38.54415391859517
Estacion_137,28.631534352203563,19,56.61789477502546
Estacion_138,29.92113271226625,45,69.98663816297676
Estacion_139,27.545407216655057,27,38.31271852710802
Estacion_140,31.802474579046724,44,92.6001449130522
Estacion_141,31.737131064594777,15,96.21373152443618
Estacion_142,26.76247607077755,36,26.01713635227527
Estacion_143,28.4807395412467,40,52.4337228656948
Estacion_144,27.10614816871739,37,31.77317394991278
Estacion_145,26.993883460642277,28,39.90183467233146
Estacion_146,25.25820863148173,43,5.482569053861901
Estacion_147,29.26695033785928,38,58.40879481795342
Estacion_148,28.51875316260203,32,54.11109732654701
Estacion_149,25.36035125874993,41,22.1518352511708
Estacion_150,26.95052524965628,11,33.077551690510425
Estacion_151,31.35786120176657,8,83.51833678773288
Estacion_152,26.67693323466881,41,39.52898416322866
Estacion_153,26.014264104638563,5,14.93109975358157
Estacion_154,28.42616932194294,5,40.12000208021488
Estacion_155,31.899553178774205,24,94.99471039555716
Estacion_156,26.694386900580504,23,27.822371685203024
Estacion_157,29.70494883184115,33,61.35322189644024
Estacion_158,30.331337307301023,14,77.51782992410904
Estacion_159,26.6634628079468,22,31.18055726421754
Estacion_160,30.097514440283017,32,68.34978012971256
Estacion_161,27.57448192903477,39,34.49226115506277
Estacion_162,29.42614081415505,47,67.47597641126141
Estacion_163,29.434707975326265,35,66.46750159370845
Estacion_164,28.75042278852331,31,54.5091941433828
Estacion_165,25.632028390380857,15,26.81752566480862
Estacion_166,30.847117469124665,42,74.8149857978652
Estacion_167,27.24546045480215,9,29.31789960300207
Estacion_168,26.305629572798978,12,22.20801452418151
Estacion_169,25.285425990883347,38,13.197181808822704
Estacion_170,29.13625060231769,16,60.85170447442582
Estacion_171,29.74295053289597,42,65.70922610547005
Estacion_172,25.116114802494995,5,13.153654612511431
Estacion_173,28.584651408094967,35,46.75811977618736
Estacion_174,26.58547042638557,8,36.24446813699308
Estacion_175,29.51620953286615,49,63.78375850243092
Estacion_176,26.22056500303494,9,30.23325919435991
Estacion_177,29.83656416671726,34,69.75239673249561
Estacion_178,27.707147424103763,28,44.76953518501406
Estacion_179,31.557109921157146,7,91.5341554550467
Estacion_180,25.962646609021952,15,23.790302108349973
Estacion_181,27.38746445735181,49,41.863187287559455
Estacion_182,25.794314648684125,8,26.17753843487167
Estacion_183,31.47285532794994,30,88.65686978390661
Estacion_184,31.14137547366687,31,87.241524471945
Estacion_185,26.80559139400609,47,31.21841825663696
Estacion_186,29.61988832223925,31,72.6392459441184
Estacion_187,30.72055540140851,46,75.26470330660575
Estacion_188,28.88640568119624,10,65.64157033890892
Estacion_189,28.70755404849205,19,54.289858828682846
Estacion_190,26.69296603630316,34,23.1617169250477
Estacion_191,25.651719374641296,46,18.461154570249523
Estacion_192,31.28051030567329,41,81.96086538070506
Estacion_193,31.302926400143317,41,89.83833454666335
Estacion_194,29.431710200912875,46,59.91740251444254
Estacion_195,27.373208537340904,41,36.24758528201696
Estacion_196,27.444467022288627,39,29.885900612735902
Estacion_197,30.08168975209168,27,68.71874542885473
Estacion_198,31.27977181966804,10,73.23786520287166
Estacion_199,31.20960496985582,8,76.59574552084125
Estacion_200,30.459128821003368,22,79.31161913276193
Estacion_201,29.49422152308001,13,67.85965907021433
Estacion_202,25.58897975496534,33,19.19504486850892
Estacion_203,26.131400998662297,17,18.741931268301485
Estacion_204,31.289879319689557,21,85.23999505556472
Estacion_205,29.24500341761713,49,60.92202831595274
Estacion_206,25.06437936131641,36,4.980728889834174
Estacion_207,25.710300800062225,26,26.040601109582436
Estacion_208,29.644512383756396,8,70.12096005795507
Estacion_209,25.03543108692353,9,9.320352173934076
Estacion_210,26.12565635992249,41,23.64230551404256
Estacion_211,28.841136525566103,45,57.13555234653101
Estacion_212,29.843266383848853,17,57.91052226406477
Estacion_213,29.563728816518204,38,63.52885888561544
Estacion_214,26.56988516622392,49,25.428700754698067
Estacion_215,29.985254549432756,26,64.81495454371846
Estacion_216,26.6607436124776,27,28.523421885301403
Estacion_217,27.277797887114875,7,46.322007279626135
Estacion_218,30.22543983582617,46,75.90949233624909
Estacion_219,29.547430293330503,38,61.71326857105204
Estacion_220,30.944563873459245,36,84.19768038829173
Estacion_221,29.603290246102404,49,72.23626013615885
Estacion_222,28.9781602233483,25,62.361091094743465
Estacion_223,25.655723374796647,48,18.16683234716062
Estacion_224,27.57401062141604,25,37.65344356846457
Estacion_225,26.85641657377208,48,35.76811545333291
Estacion_226,26.707927503653583,15,32.46255697095175
Estacion_227,31.81107388326712,43,96.20885269934412
Estacion_228,27.751684072667324,8,46.1960678804177
Estacion_229,31.244325886239796,5,90.17967421147418
Estacion_230,29.41797038198084,32,60.339468525967256
Estacion_231,30.56367912479154,28,83.3511198256701
Estacion_232,28.518459651736343,39,53.20951384429809
Estacion_233,29.038327192384514,17,68.8362306717405
Estacion_234,28.447623856732047,38,47.92554719033672
Estacion_235,26.36670091458631,15,35.080229990861945
Estacion_236,30.05716480683053,40,71.67553159927964
Estacion_237,26.96540653708599,21,30.327788426959664
Estacion_238,25.170211765020177,39,9.62311200997049
Estacion_239,29.51830607135017,22,62.61793631523052
Estacion_240,26.239774755849343,44,26.99812680220171
Estacion_241,31.5832100904704,26,91.61269852582232
Estacion_242,31.677500039018117,28,87.26150044852447
Estacion_243,31.40405073154314,23,86.72683581721279
Estacion_244,27.59111090178811,41,51.80468261451662
Estacion_245,25.108196315702077,43,19.936071638928443
Estacion_246,31.49822993811408,25,90.16037760573911
Estacion_247,27.9972890382212,12,46.15748584949542
Estacion_248,31.766583733305687,32,91.79916143325958
Estacion_249,31.74533983962477,9,94.01166793914936
Estacion_250,30.97106618827152,21,76.53883143326622
Estacion_251,27.0611422444871,41,33.44682424672849
Estacion_252,27.69568410021348,40,34.0052888331738
Estacion_253,30.957956700618,23,83.49159602044237
Estacion_254,27.218454036093945,31,39.85742813164104
Estacion_255,26.186449226802647,38,21.821458410134884
Estacion_256,28.89760883720845,15,64.64123986295158
Estacion_257,31.553083419125468,49,82.5081727144939
Estacion_258,29.87220857672481,16,61.14462851964864
Estacion_259,28.990428190625558,25,59.00739738030652
Estacion_260,25.68023545639538,15,23.39831698980533
Estacion_261,29.30505058689419,43,70.08024550001959
Estacion_262,31.930376950729844,32,90.8701020944134
Estacion_263,25.980588106655667,9,27.160461447024502
Estacion_264,28.628307566546155,21,53.34714845105033
Estacion_265,31.14161150349569,24,82.8362015422442
Estacion_266,30.185380324279432,45,76.64286357878653
Estacion_267,29.87911018696688,16,71.81093663566965
Estacion_268,29.91738858790977,10,61.12670226999593
Estacion_269,27.516438058538284,21,47.57995845108889
Estacion_270,27.05514290985145,23,41.56217168895471
Estacion_271,30.6655280883496,30,74.85852355264754
Estacion_272,30.670793762754265,48,80.0285428202382
Estacion_273,31.069506230060725,48,85.3042256921424
Estacion_274,31.3926838678953,36,88.01557524386314
Estacion_275,28.579396792026564,10,50.2012357350917
Estacion_276,28.5106140628104,40,48.76925191403454
Estacion_277,30.588066252767423,42,76.92902467825192
Estacion_278,29.54974751544436,15,70.4606152816291
Estacion_279,29.913768140803924,37,71.68321846261925
Estacion_280,30.570548686052707,28,74.99351257220196
Estacion_281,31.230037392722963,27,88.61894226591728
Estacion_282,27.36596609796075,19,24.14888007237863
Estacion_283,27.62908066847961,31,47.292796523615806
Estacion_284,25.657873578886083,15,9.195914052742491
Estacion_285,29.047960986973216,21,56.76332713666296
Estacion_286,25.251595916577195,18,7.4208015257955875
Estacion_287,28.259186126927226,31,42.63682614452215
Estacion_288,28.79851244295304,22,61.38628325232902
Estacion_289,27.005788764897996,32,31.73095917221643
Estacion_290,29.13583282398308,8,61.36251329645048
Estacion_291,25.213501749573343,11,12.327418100484266
Estacion_292,25.2614373212445,49,15.52245199104961
Estacion_293,30.758203924617607,39,79.48255655071257
Estacion_294,27.52133448987884,13,33.84105275760322
Estacion_295,25.889423588563197,12,25.65441715999404
Estacion_296,28.65570282038363,49,51.39965092879704
Estacion_297,30.389954871690275,21,66.89654896698453
Estacion_298,26.5107471924779,21,25.98839050490521
Estacion_299,29.360233330733003,37,69.82659892196762
Estacion_300,25.597432254956377,36,21.420295770044007
Estacion_301,25.361772048180253,12,12.598003906123724
Estacion_302,28.71948242097704,23,52.88750053013228
Estacion_303,28.784445851270743,42,53.80517495916204
Estacion_304,29.46200931048745,7,73.92785164365355
Estacion_305,30.08263933605863,9,72.90134929386132
Estacion_306,31.830964556237745,17,94.12178291080824
Estacion_307,28.614102438108368,35,58.5206465274596
Estacion_308,27.260695310588723,20,38.32228952219727
Estacion_309,30.566303363380925,36,75.50042963146758
Estacion_310,26.89582575883452,26,31.76815986058934
Estacion_311,28.07279994493945,33,46.515593042203164
Estacion_312,25.549194669395863,26,16.404224850201164
Estacion_313,25.1774552039082,47,15.7676101650833
Estacion_314,31.738538902745475,7,91.1221962619822
Estacion_315,30.85186084358544,14,83.88553050910319
Estacion_316,29.871819442655884,46,68.05825041132766
Estacion_317,27.86267061089989,25,44.74522328237911
Estacion_318,26.21306024049592,20,14.565719463290508
Estacion_319,26.095059298697603,16,27.722349957883623
Estacion_320,26.75170028715217,6,32.75284582531595
Estacion_321,28.844586652942844,45,61.12509038461242
Estacion_322,30.002171458900435,28,55.54478061583677
Estacion_323,29.62138163702412,39,75.89845316819307
Estacion_324,26.9595372786216,34,32.81649920268334
Estacion_325,31.68405696464236,34,95.74959765939586
Estacion_326,30.16527841687038,39,66.78381136681689
Estacion_327,28.880478367579805,23,59.62960993627053
Estacion_328,29.282045223640463,12,56.11746486781731
Estacion_329,27.93720043699453,30,42.12756044045533
Estacion_330,26.7341169265081,44,40.37955988743112
Estacion_331,27.49180875055883,11,38.94829300288925
Estacion_332,30.304922773250585,34,74.74623764490565
Estacion_333,25.10075442040829,11,15.559391698343234
Estacion_334,25.812508483548413,7,22.22851124244398
Estacion_335,25.322018494152267,5,14.616316455545064
Estacion_336,25.28510161623279,40,15.246024407124596
Estacion_337,30.98822408807705,29,93.875766983116
Estacion_338,29.925605015660167,41,68.81916620275408
Estacion_339,28.31921680361128,5,50.83609687691012
Estacion_340,25.68483912455701,19,23.47134147472219
Estacion_341,28.441311125817823,41,56.823363174603806
Estacion_342,28.31430239546396,17,55.70678027336947
Estacion_343,26.212413089370106,44,27.742608182587205
Estacion_344,28.03696154466581,12,40.728513972337296
Estacion_345,27.78953314078161,9,51.64155535088485
Estacion_346,29.31095068636552,13,55.99968127129274
Estacion_347,29.445655556073508,5,64.86104399907727
Estacion_348,25.317128068404312,40,10.03415757075494
Estacion_349,27.6222883023853,39,41.14676789565864
Estacion_350,29.381019409999656,6,64.21604497151328
Estacion_351,28.521953810060616,44,53.87023179797878
Estacion_352,30.99542888831825,27,84.05475043099547
Estacion_353,29.610855421332616,13,73.39882140128462
Estacion_354,26.14054098957001,38,25.954163382409945
Estacion_355,25.49398123180301,18,14.706991605182871
Estacion_356,29.49693494744421,8,68.78365521077234
Estacion_357,25.185579173791357,34,18.174302530119444
Estacion_359,31.581611689974704,42,91.96634062894572
Estacion_360,29.02831924513115,15,61.84569465312833
Estacion_361,27.71718948344565,39,41.11845628454791
Estacion_362,29.50301752909647,12,70.91474441571577
Estacion_363,28.207770233440616,7,47.74296486612477
Estacion_364,28.819317525211545,18,56.459692569896255
Estacion_365,31.590253661435675,17,88.21768481580878
Estacion_366,27.702718464605415,49,42.51051681317232
Estacion_367,31.7283339467674,36,85.25863192673276
Estacion_368,31.337454493692448,38,78.8491995113379
Estacion_369,26.37053794352508,49,34.41898063842575
Estacion_370,25.48552910612616,23,11.591542531922231
Estacion_371,25.705446009641985,42,13.508390368422273
Estacion_372,25.127552779560848,20,0.7636827867116107
Estacion_373,25.661100725291497,6,14.738399965050428
Estacion_374,29.7810474139145,44,60.75711999993648
Estacion_375,25.4983205392216,21,24.1899222713411
Estacion_376,27.23282941205633,38,41.84303839138911
Estacion_378,25.16290355015078,20,23.21702162853088
Estacion_379,30.70127937812255,42,83.32417997242857
Estacion_380,26.9729834234138,6,32.05164416342247
Estacion_381,25.827153793351595,6,7.428816945851262
Estacion_382,29.877160157549056,30,79.98063475354239
Estacion_383,29.40259992745919,17,55.88333679569227
Estacion_384,31.14230409468937,35,75.48065540148804
Estacion_385,30.1454973066272,38,76.85881983957462
Estacion_386,30.62436651269394,43,89.69116018402363
Estacion_387,26.974242007999145,7,40.6122681885423
Estacion_388,26.24207680645806,12,27.7244672777585
Estacion_389,30.254303261486008,27,76.02541084615855
Estacion_390,30.64784317487085,18,82.04119589235177
Estacion_391,31.933535994004718,31,96.9970748769904
Estacion_392,27.888323738379984,33,46.06584198040671
Estacion_393,27.60412660054948,43,41.770524726353166
Estacion_394,30.434890725193977,43,74.9057230628301
Estacion_395,27.385624781771124,5,34.85767443692009
Estacion_396,31.515301279224957,21,86.78023996636556
Estacion_397,31.00888926290108,45,73.64188708383607
Estacion_398,28.00295819162513,34,45.54380016552782
Estacion_399,30.25609747454048,17,68.13021415873119
Estacion_400,30.281800118592777,25,67.8636548370345
Estacion_401,25.721867081851528,23,19.561875737985726
Estacion_402,31.317870346756965,23,92.7744555928066
Estacion_403,28.536766607135,29,57.032782315631536
Estacion_404,30.78520226275419,26,71.56992413493442
Estacion_405,27.24034720721428,35,31.936025803719676
Estacion_406,31.2686625994734,21,89.9278071336219
Estacion_407,27.724411751139144,27,37.78050404597818
Estacion_408,25.075863560362087,36,9.787196974359954
Estacion_409,31.337673834934847,14,88.80234651434093
Estacion_410,25.639006737502932,14,12.826358575717034
Estacion_411,27.235195463132904,40,37.34922308832467
Estacion_412,31.65043376935564,12,83.13507775767664
Estacion_413,31.65425002856289,24,86.84416212299861
Estacion_414,29.014065216863003,36,59.76769227306872
Estacion_415,29.422860485188597,18,55.10935715460477
Estacion_416,28.13911865384824,32,49.87179753598085
Estacion_417,27.05247540188645,28,34.53151582800399
Estacion_418,27.30065181758941,19,40.37027158315868
Estacion_419,29.70762919253927,26,67.61112098079452
Estacion_420,30.26662170606376,34,80.02016262263433
Estacion_421,30.54105330608094,8,77.11876218621082
Estacion_422,30.52732699956188,17,74.18089628911628
Estacion_423,25.638442721340837,27,18.272800171251408
Estacion_424,28.46094213291807,12,54.24779574019881
Estacion_425,25.40291132011651,22,15.0792361930266
Estacion_426,28.84670217626615,16,56.3633845712132
Estacion_427,28.09071350961364,35,43.57860367632991
Estacion_428,31.213929279308097,18,81.2526467639424
Estacion_429,27.45640508786455,38,32.463834695376114
Estacion_430,25.81946911499324,22,28.581513095853573
Estacion_431,26.00094177436985,38,15.791985115481763
Estacion_432,30.330574422022305,15,70.50236707528812
Estacion_433,29.327526443213827,45,58.33828099071994
Estacion_434,25.70785873285953,16,22.968926679036567
Estacion_435,25.588747642804982,19,15.590223322199677
Estacion_436,29.90678392021384,35,75.12011740593475
Estacion_437,25.509341044549355,33,12.744639413372909
Estacion_438,30.75302041503249,30,80.43121579150895
Estacion_439,29.943695590095476,22,65.14761181484688
Estacion_440,25.5694414644933,36,27.55904321278653
Estacion_441,25.593863998596344,26,11.18837588800855
Estacion_442,31.90647704950823,42,94.4268281452339
Estacion_443,27.619895570292844,21,44.60763124817464
Estacion_444,27.59449502946824,27,43.20293584087636
Estacion_445,30.68959697080252,28,77.34872535524171
Estacion_446,31.63074004168701,12,88.91977700157705
Estacion_447,31.90200744676009,45,93.04314672101668
Estacion_448,30.27364729681259,10,72.54875755360868
Estacion_449,27.63381709871641,9,46.42520076857148
Estacion_450,25.58450501689068,48,28.0666752106449
Estacion_451,30.440028411492055,33,72.49288201286555
Estacion_452,28.90882974815064,32,50.05694207991226
Estacion_453,27.969554064728836,15,45.19323853498969
Estacion_454,31.34448069566315,5,99.0323150362294
Estacion_455,25.77838237614306,47,15.322215673868085
Estacion_456,28.44837573003601,23,59.576092787652456
Estacion_457,25.07947551337193,13,19.34221023084539
Estacion_458,28.28062449395888,31,46.59955271896661
Estacion_459,25.394122929772863,38,17.57439055320073
Estacion_460,25.831725413876505,48,28.12268808216072
Estacion_461,25.82268372743973,8,17.976566024339366
Estacion_462,29.544472114812443,40,63.515763577237536
Estacion_463,30.22231415485796,22,69.75936528855229
Estacion_464,29.08358135568012,19,53.9291926146971
Estacion_465,31.735207839321795,17,87.57610634653153
Estacion_466,27.62409405666593,23,35.36942734617987
Estacion_467,26.999984603973022,10,34.17023258897247
Estacion_468,31.08019389732622,16,79.11246061262143
Estacion_469,26.56517086963617,41,29.950979994587744
Estacion_470,31.74255777608428,21,83.1312150819932
Estacion_471,25.085081322828717,27,12.67537703501685
Estacion_472,31.789151786953475,30,95.6374662514863
Estacion_473,25.302119383654038,33,3.6567543909911455
Estacion_474,31.238001795886497,37,86.7263043998758
Estacion_475,28.6939077636041,31,60.46523812561563
Estacion_476,31.950753572835104,29,87.36083778056519
Estacion_477,25.516575953147797,14,24.561773371962037
Estacion_478,28.876979990809247,27,58.61885493654118
Estacion_479,31.785117749333693,25,87.89635371321228
Estacion_480,28.66168490919104,25,53.661373522003984
Estacion_481,29.40579046694684,47,65.66112016597069
Estacion_482,29.87024082289232,17,68.82291683176987
Estacion_483,28.18178745337441,41,50.875229402724784
Estacion_484,29.392906560588443,37,58.11151076166449
Estacion_485,29.090200183461704,28,59.929206321720834
Estacion_486,31.308106073436925,48,78.62870039671816
Estacion_487,25.318124662390204,15,13.261365641938948
Estacion_488,26.966742327145614,21,29.08136971842343
Estacion_489,31.652880388535912,8,86.15691494948209
Estacion_490,31.23184648723641,29,90.96262372288916
Estacion_491,28.18959726949999,34,53.73171783697127
Estacion_492,29.34092818461076,13,65.13682881986495
Estacion_493,26.94166828086793,25,27.838455547052263
Estacion_494,26.31684811806633,24,24.22013516832192
Estacion_495,28.24588883457988,23,55.01615451485445
Estacion_496,27.47346559618237,23,40.39017172238796
Estacion_497,29.085592782956105,16,70.62376109538177
