ID_Estacion,Temperatura_C,Profundidad_m,Porcentaje_Blanqueamiento
Estacion_498,25.54414245875489,41,18.496298702030607
Estacion_499,31.820763653663164,46,92.80940942640812
Estacion_500,31.903475211357215,21,91.29612021527412
Estacion_501,29.887131998138216,41,69.31328850157
Estacion_502,28.75267456440884,43,54.26974559100341
Estacion_503,27.16669331400429,32,39.540863151494506
Estacion_504,30.69656513794864,45,83.14229323935659
Estacion_505,29.79311820787716,39,63.58747119198614
Estacion_506,26.13831857541424,22,17.003658137181947
Estacion_507,31.376490291456896,18,77.3368566319663
Estacion_508,30.757760700462185,39,81.63308504010888
Estacion_509,31.64859939304347,48,84.26635968565226
Estacion_510,30.08003655871852,45,60.19598573985981
Estacion_511,29.293906371550527,11,63.46976948126117
Estacion_512,27.92770125403433,45,57.597412635575935
Estacion_513,31.52909938347809,17,88.31883804403759
Estacion_514,31.062447226502854,22,86.94182059029252
Estacion_515,25.316530690743328,41,14.207515081657784
Estacion_516,25.184568821480763,17,11.72037759181343
Estacion_517,27.635243568146347,40,46.21830523269499
Estacion_518,30.673873315472832,35,76.63510706473073
Estacion_519,31.91093290520461,6,94.26815643281482
Estacion_520,26.052918237724697,20,24.24350788367643
Estacion_522,27.66623599641715,13,46.95504370468839
Estacion_523,31.789400784702224,42,90.59801063294964
Estacion_524,30.89483246194996,15,76.9592637459353
Estacion_525,30.868300932977967,26,83.10216041358758
Estacion_526,28.28085211856479,37,44.87788551382229
Estacion_527,27.903736516363654,40,44.98574398320951
Estacion_528,26.913849503514943,49,32.92059905895831
Estacion_529,25.39462847655649,27,20.165019547835783
Estacion_530,31.05305663378537,49,85.01017076982426
Estacion_531,30.690307063910545,49,78.15854997320079
Estacion_532,31.998023713002915,38,98.06511605203644
Estacion_533,31.97645785951734,13,100.0
Estacion_534,28.88802193921839,28,59.44531480238
Estacion_535,30.382911906263573,12,74.64670597437977
Estacion_536,31.613360109176995,11,82.80114014837314
Estacion_537,30.94753173474188,40,76.04481250152566
Estacion_538,26.731436712202385,22,29.25111702465529
Estacion_540,25.904115906060465,32,19.91453435779833
Estacion_541,31.678357190811056,10,90.4235359142182
Estacion_542,29.24322244115616,48,63.56713306565756
Estacion_543,26.60049963852424,48,28.853501771995436
Estacion_544,29.701904790841,25,68.855365709223
Estacion_545,29.32689768320527,32,62.24514427251383
Estacion_546,27.507139026229883,44,30.20833548298925
Estacion_547,25.7949031453974,5,14.842160775675069
Estacion_548,29.7010123691496,40,65.69171065118712
Estacion_549,28.642153906326552,25,47.65737316171308
Estacion_550,30.406228742149477,47,77.87438855577473
Estacion_551,28.641144507783952,39,61.34748825512593
Estacion_552,30.96527050222978,17,87.67705528524395
Estacion_553,28.8633478714214,14,55.29296010240577
Estacion_554,28.926565800747703,48,64.57242029322217
Estacion_555,31.136575218608414,14,84.38223990931152
Estacion_556,27.824380063486775,17,42.20713090625112
Estacion_557,25.938106599154484,41,18.19026587214912
Estacion_558,25.201478734193373,42,10.905396377879828
Estacion_559,30.28596078971533,28,71.49064538387785
Estacion_561,29.928558376694564,26,69.94557042558408
Estacion_562,26.49074913056237,21,27.90421966751555
Estacion_563,25.95460032910739,40,23.639894798020407
Estacion_564,25.10181265967517,18,17.174983290033758
Estacion_565,27.454112911646178,14,44.19712561696075
Estacion_566,29.12942380798243,39,52.12859585353964
Estacion_567,27.745708315698128,29,30.17889411386777
Estacion_568,28.062324454166102,7,51.4194930061896
Estacion_569,31.32911086145624,42,79.11493684539775
Estacion_570,27.437788269163104,21,38.12963222049381
Estacion_571,28.597926424118675,16,47.32455195912733
Estacion_572,30.485571089188,28,66.8169508823559
Estacion_573,27.77579947624889,33,46.01690735601064
Estacion_574,29.354606901595115,47,66.0510586206546
Estacion_575,31.036545961227212,29,79.55599953109298
Estacion_576,31.646644365603493,40,76.80452092651737
Estacion_577,26.029514366503264,30,19.622950156776756
Estacion_578,31.48611337613046,42,89.79238054057826
Estacion_579,28.44481405155677,5,43.94321077481061
Estacion_580,26.807710718092707,24,32.609328216008265
Estacion_581,28.21395029366783,32,48.49085427814894
Estacion_582,31.86022802699834,20,95.2191938219855
Estacion_583,28.448326657950087,21,51.9778217374718
Estacion_584,27.30126127201256,44,32.74979055974292
Estacion_585,29.43380598021708,32,69.18852927092745
Estacion_586,26.681019331447352,16,29.37958411223341
Estacion_587,25.531043296760647,31,16.235996863578116
Estacion_588,25.902158053374546,46,16.159556845128556
Estacion_589,25.896320872704408,34,18.53943921649534
Estacion_590,26.06331885458606,45,18.335812684898244
Estacion_591,25.971790208545876,38,20.79675220293337
Estacion_592,29.486123213622506,41,72.39202096418173
Estacion_593,26.273160590794014,10,18.41842137487135
Estacion_594,27.419670983267043,11,30.968244809820824
Estacion_595,31.27751886934208,36,92.686078069573
Estacion_596,28.317731481840102,36,48.76615939632197
Estacion_597,29.67290416964719,29,62.72948634246672
Estacion_598,26.20623909841141,37,29.67439261791732
Estacion_599,26.346023131660694,11,23.12419988124397
Estacion_600,25.28608031386535,16,22.563012334118888
Estacion_601,26.18254544150515,20,27.580174654758157
Estacion_603,26.23907338993723,47,35.655421745574245
Estacion_604,25.62091773629939,40,14.422438220575986
Estacion_605,25.844451097704205,17,23.84389003249698
Estacion_606,28.22545137622908,11,50.201879416781466
Estacion_607,26.444336028840542,40,33.84073879308051
Estacion_608,27.549889027336526,13,48.40622431167261
Estacion_609,28.523920895984,36,52.44707149713685
Estacion_610,29.83276380040556,15,64.22607625313579
Estacion_611,25.27518497888769,12,15.602080461347908
Estacion_612,30.5958727923633,37,73.76189665959906
Estacion_613,29.39530272643636,27,72.81056895486938
Estacion_614,25.572313223642105,29,17.55043533911892
Estacion_615,31.11505036874744,12,81.55399666840876
Estacion_616,31.44610680372269,49,88.27668317399682
Estacion_617,25.42754571898405,26,8.394917180160054
Estacion_618,26.938143537030427,8,28.399652251811872
Estacion_619,30.64340895855143,44,83.72297704233927
Estacion_620,30.237817832685607,7,69.56934259737031
Estacion_621,26.29164713549464,33,20.26521071252601
Estacion_622,26.465445263356973,45,30.268606922920117
Estacion_623,27.593304719539677,33,47.04817740779107
Estacion_624,28.39166089633715,38,54.29469730937111
Estacion_625,29.32778340071207,38,66.91363923757397
Estacion_626,27.58239547698841,32,37.20477028101355
Estacion_627,28.23774301293204,17,41.74386282147518
Estacion_628,30.23229656693629,19,80.29422706301295
Estacion_629,25.256782420234185,27,11.467989848599522
Estacion_630,26.767058610408142,48,29.950538242622528
Estacion_631,29.99344710119187,30,76.56233592354775
Estacion_632,31.266447863810395,8,87.97852441272802
Estacion_633,28.581742094809663,30,55.26034399812396
Estacion_634,28.72479439685721,44,65.52254448679194
Estacion_635,25.75020407937843,13,15.784857800640443
Estacion_636,28.131886567764184,9,52.22183945357639
Estacion_637,28.72832086518516,36,55.02491600670732
Estacion_638,26.697293525443108,24,31.71048369963355
Estacion_639,26.88470261664567,15,40.25877353181068
Estacion_640,27.64098914173236,19,44.23104848223641
Estacion_641,25.140498384444086,36,14.3774610085772
Estacion_642,27.254554159082247,32,42.41718659553597
Estacion_643,26.48013604897581,26,25.93686893999533
Estacion_644,27.2924814652454,45,33.31372924624979
Estacion_645,25.83833492273476,21,14.835973102711945
Estacion_646,31.233690965179264,30,74.97250863527115
Estacion_647,29.15514717487834,48,70.14280174824171
Estacion_648,29.753716234011428,11,61.52855297952875
Estacion_649,30.52419867025137,46,75.18411592508758
Estacion_650,28.4890953925034,30,50.48507821059621
Estacion_651,25.608442016611967,29,18.83833768838908
Estacion_652,28.759745792729834,14,59.19563557545451
Estacion_653,29.107887826146158,49,63.59702135555258
Estacion_654,30.21807631929031,23,69.70152863863908
Estacion_655,28.021616823607754,15,45.42379331436098
Estacion_656,25.893062119568945,17,22.12964518726881
Estacion_657,26.98643134059107,12,32.593720456175134
Estacion_658,27.541576074790445,44,48.535640777585314
Estacion_659,29.52142068932121,8,66.71192303004575
Estacion_660,28.995448132682384,35,61.61976652243769
Estacion_661,27.492677081284924,32,43.22653131875615
Estacion_662,31.90560674155086,15,98.73465018603694
Estacion_663,29.24042373549821,47,61.79019261949707
Estacion_664,26.66058754215196,5,23.442890766044325
Estacion_665,25.712477308342827,42,20.548167458877128
Estacion_666,26.07001397429033,28,19.583383222524738
Estacion_667,26.72170409869156,35,28.017365775549887
Estacion_668,26.12476961281689,45,26.42905544757816
Estacion_669,26.30596916835914,30,31.86304537747787
Estacion_670,26.99566618085693,9,34.05435205396346
Estacion_671,26.213615167063285,24,26.10754706775425
Estacion_672,31.277357972384976,45,93.83937039179592
Estacion_673,25.56163621963149,15,17.943400533020785
Estacion_674,28.671579726991784,37,67.06737229480339
Estacion_675,27.872777788927632,42,47.30088169528929
Estacion_676,31.876650318360245,31,83.71599002454383
Estacion_677,25.784272315176366,38,23.17797588763906
Estacion_678,27.784989193320197,19,45.32566224425618
Estacion_679,31.78629303292758,36,97.88428016554474
Estacion_680,31.05854988125786,25,86.06850533144411
Estacion_681,30.71950449664496,9,77.94177403982063
Estacion_682,26.80531978931458,10,25.54234629032814
Estacion_683,26.19621311173046,42,23.309441054335423
Estacion_684,29.680502539471014,26,61.9134282026057
Estacion_685,31.5056319238931,22,85.16496583769359
Estacion_686,28.897340251097507,18,59.71097503527314
Estacion_687,29.001288826289297,14,66.36498843722859
Estacion_688,26.959853655621988,17,35.49160151657877
Estacion_689,30.38645053234356,35,68.65799107794679
Estacion_690,26.309306239902664,34,27.93468821993266
Estacion_691,27.265754654829703,7,43.17221329118473
Estacion_692,27.97805507031492,34,42.68774632218205
Estacion_694,26.69686812690556,33,30.43585849651272
Estacion_695,25.803857773174425,12,15.721801712681884
Estacion_696,29.274340297091427,48,64.53348573431643
Estacion_697,27.02041387268179,49,33.64022572914258
Estacion_698,29.068667549958285,47,60.92167281903453
Estacion_699,26.080539006919416,48,18.529007194022466
Estacion_700,28.367980712983723,37,48.22847705418762
Estacion_701,28.7281260278611,21,58.3494191234721
Estacion_702,25.362764757756988,15,12.489011332625008
Estacion_703,27.356229947357445,17,46.90957862445635
Estacion_704,25.94090273857282,15,19.292651934800844
Estacion_705,25.44362479330937,35,16.44692114847196
Estacion_706,31.929721626729616,32,97.81961368012084
Estacion_707,27.25647691482306,48,29.9858943132116
Estacion_708,30.66912112098245,10,69.22540939188545
Estacion_709,26.782484583346346,45,23.76153342730567
Estacion_710,29.770519055567505,20,73.55914918394596
Estacion_711,30.321595019227807,8,71.09984950127148
Estacion_712,29.16947118425491,39,72.82465063940015
Estacion_713,28.301033319851108,30,46.79116184492632
Estacion_715,27.442077865800968,15,47.015484152451
Estacion_716,31.506704009734783,41,98.11091255761298
Estacion_717,30.814335854514106,29,90.07954813735128
Estacion_718,31.755188374665583,22,97.10409164895276
Estacion_719,25.87008056439881,23,25.561279401843027
Estacion_720,30.11607232642551,27,74.35550266311203
Estacion_721,31.568383197747263,42,92.7124037538004
Estacion_722,26.268631463159625,22,22.467648976272795
Estacion_723,25.465473871567443,30,11.4946920416978
Estacion_724,30.187844545030416,10,72.23726225331022
Estacion_725,29.021311792259382,8,57.40481839448795
Estacion_726,30.892801437307902,48,78.44747700105847
Estacion_727,25.978406636384022,33,25.222816873891905
Estacion_728,30.56687118301923,38,81.57898023908332
Estacion_729,26.41139124033421,21,27.378729315469773
Estacion_730,26.14559160005993,47,31.134749605995477
Estacion_731,26.14986058551695,47,18.0898814555359
Estacion_732,30.702023041619675,20,77.45597920303754
Estacion_733,29.6563805448734,6,62.29245493546678
Estacion_734,28.66145797338384,38,44.604812595240745
Estacion_735,27.51181338886452,12,39.72835723716074
Estacion_736,31.14040378569176,17,83.0761078863847
Estacion_737,27.747115751958447,46,50.532637739712015
Estacion_738,30.71619607630104,12,81.74841133838638
Estacion_739,28.07394435999153,34,41.766398198252325
Estacion_740,27.638611005974354,36,50.93379490336319
Estacion_741,28.238758499687243,40,54.97027047387371
Estacion_742,27.109645119148997,34,38.226229947131
Estacion_744,28.519042730647357,47,47.43131658415082
Estacion_745,26.62548886602772,43,27.64483251197736
Estacion_746,31.29702201292198,21,91.00800725358464
Estacion_747,27.68723854961248,24,51.66979412502278
Estacion_748,28.80487002779792,28,63.374657974936014
Estacion_749,31.345304776751828,26,83.69941021209056
Estacion_750,29.369665971397943,33,56.83790449033023
Estacion_751,25.81828628495855,26,20.52386665405863
Estacion_752,31.57882486529433,48,80.10370155571766
Estacion_753,29.393956371499925,13,64.34331502892302
Estacion_754,27.344339302599604,41,37.39405869970189
Estacion_755,25.97490450864371,14,19.368671594383347
Estacion_756,30.558176324892077,40,68.72460056237091
Estacion_757,29.340509291499597,41,64.65411203084373
Estacion_758,28.73422764383425,32,52.147227527701446
Estacion_759,31.257248081356703,32,79.23739279772899
Estacion_760,30.52018047857172,46,61.88085467645236
Estacion_761,26.06172415812926,47,22.603115372297896
Estacion_762,27.18205447456884,25,45.04591167817473
Estacion_763,26.73942397870126,28,39.17938381715445
Estacion_764,30.20762404800874,46,70.20600729317351
Estacion_765,25.234727043150457,44,9.80566421599658
Estacion_766,28.98922779409921,6,60.21460480956572
Estacion_767,30.337210800184835,12,69.05460240627656
Estacion_768,31.137359457332245,31,85.15727298708424
Estacion_769,27.394572241011357,26,42.56526828405966
Estacion_770,30.748801132704088,41,85.1202797118706
Estacion_771,25.77442215868645,31,18.792295521837676
Estacion_772,30.925166042141623,33,80.08362375481468
Estacion_773,25.89242063632388,7,16.319134702103714
Estacion_774,27.78101103392257,48,39.23773063687156
Estacion_775,30.58106756045688,17,75.8404162659749
Estacion_776,26.049421991441417,49,24.429891431377875
Estacion_777,26.60475976662849,14,33.82504033070813
Estacion_778,30.055767978751465,40,66.65332099161587
Estacion_779,30.04025575582252,13,77.94651191466784
Estacion_780,29.48803343019708,31,62.50078315715214
Estacion_781,29.857639111269695,38,68.18483286349422
Estacion_782,28.79907110343317,5,51.852794845458966
Estacion_783,26.762593412348668,36,19.029919646819323
Estacion_784,27.41987195452744,29,43.458690436134496
Estacion_785,26.27118401760998,33,28.9384276967819
Estacion_786,31.3591539293354,11,84.90320936643369
Estacion_787,29.083742563362843,7,59.339864346478464
Estacion_788,27.80595991734548,24,46.251215096666265
Estacion_789,28.23404062550893,24,40.99575822167444
Estacion_790,31.630983377282707,34,86.92653714066103
Estacion_792,29.10360882411758,39,52.97185877356473
Estacion_793,28.54122075219126,43,53.96243868712827
Estacion_794,29.28017964804253,31,54.57924675339338
Estacion_795,25.12677128674588,30,13.853405353118228
Estacion_796,31.10486736260906,18,83.08020093982131
Estacion_797,31.52482797738529,21,80.22227664909587
Estacion_798,28.95593228512446,22,63.2948841937794
Estacion_799,29.87655576713825,49,64.84571132166872
Estacion_800,31.45749566824107,33,83.43868583382094
Estacion_801,29.95067044019379,24,70.41089126848019
Estacion_802,26.06777330039983,31,28.556466351941488
Estacion_803,29.03401852116769,22,53.329113159120304
Estacion_804,29.24700532467999,8,61.272463145399726
Estacion_805,27.968914699116706,5,47.77105889105327
Estacion_806,30.15510964937306,5,75.32684382879243
Estacion_807,31.540569103383103,30,89.3690370169834
Estacion_808,31.47897959034744,49,85.91261588875261
Estacion_809,28.155875599828924,24,43.73255609470346
Estacion_810,25.792666320885285,27,19.94271526585528
Estacion_811,31.893888392736343,14,87.36596565290809
Estacion_812,30.872286605121538,15,65.86068684398545
Estacion_813,25.872638768422867,45,22.65446424186277
Estacion_814,31.445893178321604,45,91.87039234529026
Estacion_815,31.0892745344349,9,71.25663223550957
Estacion_816,28.631866399882504,5,48.53374327504034
Estacion_817,29.138928050214503,21,62.76290790760002
Estacion_818,27.793018927090912,26,53.80370447364945
Estacion_819,25.383331471754214,38,14.703946199427657
Estacion_820,27.346380691521308,49,34.51655359211004
Estacion_821,30.61997414018608,45,76.52520747670874
Estacion_822,25.03242416103222,33,17.263472028127563
Estacion_824,27.787180855136604,9,39.450210228388016
Estacion_825,28.761769220565466,15,52.72751303587536
Estacion_826,31.438989314889323,25,82.5012287373783
Estacion_827,27.42442196056173,39,39.70641510671474
Estacion_828,27.4286724132736,16,47.26746125163092
Estacion_829,30.16250873676824,30,73.56550120679897
Estacion_830,28.16552558622865,23,46.72453952411235
Estacion_831,26.572233760579877,49,27.407748782380747
Estacion_832,28.16707661292885,11,40.18896531166294
Estacion_833,25.9859991426586,11,26.247538597638982
Estacion_834,26.234708905543563,30,24.427320881458776
Estacion_835,28.48857440917636,44,50.9604933421632
Estacion_836,27.932478146531835,9,61.15527559760633
Estacion_837,31.4039213074767,25,88.3408202315488
Estacion_838,27.536757293816432,18,36.68213227532125
Estacion_839,29.064118451946303,8,56.63763344232794
Estacion_840,29.425850015436712,27,68.85242873122434
Estacion_841,25.09166119611833,46,11.66628640610882
Estacion_842,29.64476160411697,24,58.5457493578168
Estacion_843,26.24625176808826,19,29.55116588993516
Estacion_844,31.727492222286187,49,87.38918623973927
Estacion_845,26.04063909427179,33,31.854158012349167
Estacion_846,27.90236886608917,12,50.22866672164324
Estacion_847,25.59744767655051,45,14.932762640312378
Estacion_848,31.97811976292163,23,100.0
Estacion_849,28.515365072318698,43,52.52365842046137
Estacion_850,29.167695121240307,32,64.27620983049475
Estacion_851,25.46953534171899,31,18.058088187100257
Estacion_852,30.249723292794243,8,68.76489623857655
Estacion_853,26.4693391516691,19,24.41432065844188
Estacion_854,31.286380026085,39,90.5863644009258
Estacion_855,26.43597748337405,41,25.557853139955903
Estacion_856,26.334814044645665,5,23.999526219537977
Estacion_857,25.255847674936664,7,8.294559202493218
Estacion_858,28.304468615769995,28,51.77161871720726
Estacion_859,28.953887932838317,31,67.75927979027549
Estacion_860,25.459960475998468,44,10.181861140710236
Estacion_861,30.428693316865072,40,75.26541708574469
Estacion_862,28.173021843236192,38,55.13736489591143
Estacion_863,28.67073188529306,33,53.650575667288095
Estacion_865,27.80534142612728,28,38.35212947279297
Estacion_866,28.917482319157525,46,59.15132331592853
Estacion_867,26.08668172151499,8,22.104459333157106
Estacion_868,26.273496913466897,7,30.210612940002058
Estacion_869,31.03249934709462,38,88.32692242295924
Estacion_870,31.62280823493543,27,100.0
Estacion_871,27.613165213958272,27,44.25614843356716
Estacion_872,26.89521271200488,49,34.37153412696936
Estacion_873,29.507996802673112,9,65.067883139964
Estacion_874,27.86113919768668,35,42.56783890818669
Estacion_875,25.17770448962241,45,13.824873092777423
Estacion_876,26.09306818156333,10,21.639811128064867
Estacion_877,30.011805601931783,41,70.98397210452947
Estacion_879,25.189671947524385,44,7.243350543894398
Estacion_880,26.553805133530645,11,34.34505440801296
Estacion_881,26.6175235761165,43,35.99585825009735
Estacion_882,29.7032492051911,42,65.8486478273378
Estacion_883,25.13797376428055,25,1.0464106763236265
Estacion_884,25.728760073892012,24,15.70601095123201
Estacion_885,30.599412597612325,7,83.67792390415343
Estacion_886,26.249812634380334,26,24.883411301069597
Estacion_887,29.56922275496312,8,59.8341618980829
Estacion_888,26.667279467327084,32,27.48347900178389
Estacion_889,25.696089749315416,16,22.556177124307737
Estacion_890,26.70220533699618,42,33.16013188496108
Estacion_891,30.055868522989613,40,69.47576178002689
Estacion_892,30.989875276744,45,80.04438126185458
Estacion_893,30.811539051968943,9,77.77967787840824
Estacion_894,27.780284707329184,17,38.75136556545768
Estacion_895,29.67659595599452,27,74.1960299192815
Estacion_896,26.434890067910747,34,25.607078468872277
Estacion_897,27.05203411182709,41,40.7102019460526
Estacion_898,31.27435072964784,29,92.89878901538634
Estacion_899,25.091013464575152,31,16.08371606564161
Estacion_900,25.59855971598128,18,15.024615028185076
Estacion_901,26.455203786022192,40,29.48109588394934
Estacion_902,25.185725427116736,43,12.107727093446256
Estacion_903,26.27004804562858,20,20.72206724389232
Estacion_904,29.081290926787844,26,60.59728753006214
Estacion_905,27.949971854147485,25,39.50446329397078
Estacion_906,31.248701977538826,25,90.92282067277372
Estacion_907,30.72210493216909,12,76.3421726995371
Estacion_908,27.39272146188513,20,39.71845582198577
Estacion_909,26.815964034019046,35,33.208007765959266
Estacion_910,27.657846857170867,46,40.59963741753002
Estacion_911,29.13206459760365,14,62.51824417862022
Estacion_912,26.876445485760133,36,30.142827546008988
Estacion_913,29.369042354943936,38,66.78499474661348
Estacion_914,27.86588156533868,13,37.66068038283045
Estacion_915,28.86433026596386,21,57.00386108929841
Estacion_916,28.05288570394722,15,56.32927344265802
Estacion_917,27.061260316793422,36,29.7334671784932
Estacion_918,31.639173148735097,14,86.28135293219691
Estacion_919,30.345240559118324,26,76.71242595771446
Estacion_920,25.980792230365168,21,22.667415674080004
Estacion_921,31.07927583128539,8,84.70446047179249
Estacion_922,28.412018387746595,29,53.39015630369745
Estacion_923,31.26186558825864,25,88.31599440191252
Estacion_924,30.598986791631205,41,82.73634070935557
Estacion_925,27.976494531284636,42,47.767027660058176
Estacion_926,25.15728515824082,5,10.681133625797129
Estacion_927,26.880741515694623,29,35.931766694349136
Estacion_928,28.79143950262607,40,64.99668370598889
Estacion_929,29.43434753878303,21,62.549001733483486
Estacion_930,26.805213798032412,45,26.789919053035792
Estacion_931,25.975492518509768,28,27.241313568552076
Estacion_932,30.84451165759509,6,79.53223407137311
Estacion_933,31.890815264924864,44,81.82643544902817
Estacion_934,28.6798312761188,19,58.3950836991777
Estacion_935,26.201755000938125,36,21.74441908148789
Estacion_936,26.906151285635584,43,32.42114901610619
Estacion_937,25.128734735832268,10,13.204718482832284
Estacion_938,31.40009164592349,5,87.75359814997722
Estacion_939,25.824257580230988,27,23.43835004846704
Estacion_940,29.03561532859977,43,56.24995209034808
Estacion_941,26.91838654481044,21,35.586167528605706
Estacion_942,28.879246017610555,38,55.253218823407074
Estacion_943,29.55994271846305,45,68.4133650259941
Estacion_944,30.80819262595041,33,82.7751489314702
Estacion_945,26.44494890232422,13,22.662193317667644
Estacion_946,25.076970800609363,17,16.35356018818753
Estacion_947,25.95819941048165,10,18.81857570020956
Estacion_948,31.300130492936734,10,89.64185490664656
Estacion_949,31.117230542937605,24,85.24320308225796
Estacion_950,29.18189171519216,7,69.37361896628148
Estacion_951,29.20361802303557,21,59.32608636456763
Estacion_952,29.65525672182379,16,64.11649668129449
Estacion_953,26.227598950364147,49,24.634089374931072
Estacion_954,31.40088362147472,5,85.29470454352526
Estacion_955,27.93139367424451,21,49.17643360064441
Estacion_956,27.68196969774648,7,34.10208333077484
Estacion_957,28.632423936979865,30,48.320675148026574
Estacion_958,25.328761767425384,19,8.606126601208612
Estacion_959,26.163983581292555,40,28.719340935378543
Estacion_960,30.166235314984597,36,80.54789064272477
Estacion_961,25.579590675475885,36,16.432842013023258
Estacion_962,29.222064766264715,8,59.82066857922656
Estacion_963,26.717443767769247,22,30.95958602879684
Estacion_964,27.725069298293835,23,48.51022309256699
Estacion_965,27.0208561573949,47,29.613508217785903
Estacion_966,27.489709015254643,39,41.06835309672963
Estacion_967,30.03332133628972,44,75.27584418438875
Estacion_968,27.079852009362224,18,37.4636949620459
Estacion_969,28.96483248207828,37,58.52589786793307
Estacion_970,28.332352815393698,18,54.99346424756005
Estacion_971,29.645698157538536,38,52.23221642546626
Estacion_972,31.557808175273305,8,92.08307470093418
Estacion_973,30.128004680471754,28,68.26567775002395
Estacion_974,26.504582650135298,33,18.901827317341315
Estacion_975,25.21828194542899,23,15.175396342772771
Estacion_976,26.835848310098772,10,38.89847244700007
Estacion_977,29.165545514901783,37,59.29930360568295
Estacion_978,25.35998069438975,44,19.08414106869172
Estacion_979,28.47456373040865,23,59.75615605484711
Estacion_980,29.177899942418225,5,66.70937157693895
Estacion_981,27.339707235718727,9,46.27630947548172
Estacion_982,30.396385426220757,31,78.46726257000853
Estacion_983,25.7461877719364,20,19.33142145774477
Estacion_984,25.525964472150665,10,8.3017446063221
Estacion_985,30.097321293425225,44,69.93754308045295
Estacion_986,28.46843921344339,17,47.40503758473971
Estacion_987,29.818816774994158,39,78.6805148874189
Estacion_988,28.043791370226224,23,45.64606738055303
Estacion_989,26.724814232673747,16,31.31379482600738
Estacion_990,30.7337162237194,20,81.5620215648351
Estacion_991,30.59591115278285,47,77.3689460652565
Estacion_992,29.862875295980988,14,76.82975875392563
Estacion_993,26.905015960609735,29,29.74694471864457
Estacion_994,29.13161466808361,24,60.55241329318952
Estacion_995,27.52681727858019,35,36.60945441447206
Estacion_996,25.64107451328644,8,11.09278160333376
Estacion_997,31.4211950282357,48,83.99549488430199
Estacion_998,25.95773041643273,27,21.30758101195075
Estacion_999,31.651661476745616,6,87.67342659836109
Estacion_1000,28.12204041070569,26,44.00238002909899
